id,value
Topic,
Topic.Topic0,
Topic.Topic0.seattl,0.036928424214
Topic.Topic0.clean,0.0314271727726
Topic.Topic0.stay,0.0313616247302
Topic.Topic0.space,0.0304502585179
Topic.Topic0.guest,0.0302212986586
Topic.Topic0.apart,0.0291526749631
Topic.Topic0.bedroom,0.0285997128588
Topic.Topic0.room,0.0275516923403
Topic.Topic0.home,0.0265800289082
Topic.Topic0.bed,0.0263186419628
Topic.Topic0.bathroom,0.0248688907504
Topic.Topic0.live,0.0205684109108
Topic.Topic0.quiet,0.0200858581405
Topic.Topic0.walk,0.019777697645
Topic.Topic0.use,0.0195237507526
Topic.Topic1,
Topic.Topic1.seattl,0.0430414541019
Topic.Topic1.seattle,0.0398830271304
Topic.Topic1.downtown,0.0397182870906
Topic.Topic1.park,0.0305909914698
Topic.Topic1.minut,0.0296205107516
Topic.Topic1.bus,0.028355445927
Topic.Topic1.view,0.0277556027879
Topic.Topic1.space,0.0248274433298
Topic.Topic1.walk,0.0244757390816
Topic.Topic1.great,0.0241247957926
Topic.Topic1.place,0.0239885998602
Topic.Topic1.room,0.0235761441482
Topic.Topic1.access,0.0228780513618
Topic.Topic1.home,0.0228040262062
Topic.Topic1.locat,0.0227791646316
Topic.Topic2,
Topic.Topic2.room,0.0622839033329
Topic.Topic2.hous,0.0609006370284
Topic.Topic2.home,0.0486416029452
Topic.Topic2.share,0.03923917226
Topic.Topic2.veri,0.0301749014955
Topic.Topic2.live,0.029931692185
Topic.Topic2.space,0.0294916308691
Topic.Topic2.comfort,0.0275919920964
Topic.Topic2.bed,0.0272999235744
Topic.Topic2.size,0.0236257823291
Topic.Topic2.guest,0.0224835108154
Topic.Topic2.light,0.0220140736991
Topic.Topic2.kitchen,0.0219944555578
Topic.Topic2.bedroom,0.0205998850557
Topic.Topic2.bathroom,0.0204283408115
Topic.Topic3,
Topic.Topic3.room,0.0380064959404
Topic.Topic3.bed,0.0350471287412
Topic.Topic3.size,0.0286773180786
Topic.Topic3.privat,0.0286763731562
Topic.Topic3.bathroom,0.0285250912757
Topic.Topic3.quiet,0.0280959257125
Topic.Topic3.queen,0.0275881737313
Topic.Topic3.space,0.0275379549822
Topic.Topic3.bedroom,0.0257057711574
Topic.Topic3.neighborhood,0.0256189116614
Topic.Topic3.small,0.0239564982098
Topic.Topic3.veri,0.0221464645001
Topic.Topic3.love,0.0217787496909
Topic.Topic3.comfort,0.0215109811181
Topic.Topic3.unit,0.0205305931309
Topic.Topic4,
Topic.Topic4.room,0.0509137589414
Topic.Topic4.bed,0.0441901992951
Topic.Topic4.bedroom,0.0371640910343
Topic.Topic4.queen,0.0349199644485
Topic.Topic4.live,0.0289785780519
Topic.Topic4.kitchen,0.0284248385372
Topic.Topic4.area,0.0271106295149
Topic.Topic4.size,0.0251892985084
Topic.Topic4.floor,0.0237811762198
Topic.Topic4.comfort,0.0219262938021
Topic.Topic4.hous,0.0202762083952
Topic.Topic4.fulli,0.0201424363598
Topic.Topic4.bath,0.01971614441
Topic.Topic4.street,0.0191840954649
Topic.Topic4.privat,0.0189133550095
Topic.Topic5,
Topic.Topic5.room,0.0408516401907
Topic.Topic5.bedroom,0.0399792092543
Topic.Topic5.bed,0.0371489639806
Topic.Topic5.kitchen,0.0321580133218
Topic.Topic5.bathroom,0.0318098817194
Topic.Topic5.floor,0.0300598712697
Topic.Topic5.new,0.0288313117476
Topic.Topic5.queen,0.0275165247344
Topic.Topic5.live,0.0250391463792
Topic.Topic5.apart,0.0224699868736
Topic.Topic5.size,0.022407590183
Topic.Topic5.shower,0.021609834624
Topic.Topic5.tv,0.0213862721911
Topic.Topic5.hous,0.0206501908997
Topic.Topic5.privat,0.0200003841692
Topic.Topic6,
Topic.Topic6.floor,0.0455548996834
Topic.Topic6.room,0.0455510625536
Topic.Topic6.kitchen,0.0383548262648
Topic.Topic6.bedroom,0.0290945073443
Topic.Topic6.live,0.0285147879528
Topic.Topic6.apart,0.0279892930107
Topic.Topic6.larg,0.0266239325628
Topic.Topic6.bath,0.0265604401508
Topic.Topic6.share,0.0255093208405
Topic.Topic6.space,0.0254777322361
Topic.Topic6.hill,0.0242598249343
Topic.Topic6.bed,0.0240064718909
Topic.Topic6.walk,0.0232386410284
Topic.Topic6.bathroom,0.023110073201
Topic.Topic6.privat,0.0228803511533
Topic.Topic7,
Topic.Topic7.hill,0.0559746744637
Topic.Topic7.space,0.0452026216249
Topic.Topic7.walk,0.0312351878227
Topic.Topic7.bedroom,0.0300338554643
Topic.Topic7.apart,0.0286636087978
Topic.Topic7.need,0.0270266110562
Topic.Topic7.quiet,0.0268058812101
Topic.Topic7.home,0.0253948904034
Topic.Topic7.locat,0.0252878007945
Topic.Topic7.room,0.0250040492422
Topic.Topic7.downtown,0.0227087315167
Topic.Topic7.live,0.0219715570094
Topic.Topic7.bed,0.0213837600005
Topic.Topic7.neighborhood,0.0205535391464
Topic.Topic7.great,0.0198921842134
Topic.Topic8,
Topic.Topic8.walk,0.0420132175331
Topic.Topic8.minut,0.0371670959522
Topic.Topic8.locat,0.0315481121871
Topic.Topic8.just,0.0314096010174
Topic.Topic8.block,0.0297014863139
Topic.Topic8.away,0.0286483971594
Topic.Topic8.neighborhood,0.0281233526402
Topic.Topic8.downtown,0.027830904115
Topic.Topic8.bus,0.0256005693339
Topic.Topic8.home,0.0255417371379
Topic.Topic8.seattl,0.0232725407767
Topic.Topic8.park,0.0211040462703
Topic.Topic8.kitchen,0.0197659932264
Topic.Topic8.room,0.0195940417089
Topic.Topic8.apart,0.0189644000239
Topic.Topic9,
Topic.Topic9.larg,0.0452829279464
Topic.Topic9.space,0.0429294950614
Topic.Topic9.room,0.0422078496451
Topic.Topic9.bed,0.0411087699279
Topic.Topic9.unit,0.036988533262
Topic.Topic9.bedroom,0.0353209388297
Topic.Topic9.apart,0.0347494456793
Topic.Topic9.kitchen,0.0286013090156
Topic.Topic9.live,0.0258256614605
Topic.Topic9.queen,0.0245885065914
Topic.Topic9.privat,0.0236509982919
Topic.Topic9.size,0.0235641623704
Topic.Topic9.great,0.0226788522705
Topic.Topic9.bathroom,0.0208740032587
Topic.Topic9.comfort,0.0201380067899
