id,value
Topic,
Topic.Topic0,
Topic.Topic0.hous,0.0240422119481
Topic.Topic0.bath,0.0175710794966
Topic.Topic0.walk,0.0162721860981
Topic.Topic0.privat,0.0161296426441
Topic.Topic0.downtown,0.0156629803962
Topic.Topic0.kitchen,0.0146877805026
Topic.Topic0.deck,0.0141508194734
Topic.Topic0.easi,0.0139644455523
Topic.Topic0.bedroom,0.0137553964603
Topic.Topic0.space,0.0133939755083
Topic.Topic0.garden,0.013054430125
Topic.Topic0.room,0.0123310131873
Topic.Topic0.seattle,0.012297309865
Topic.Topic0.minut,0.0121961468082
Topic.Topic0.enjoy,0.0118379144908
Topic.Topic1,
Topic.Topic1.center,0.0166396223343
Topic.Topic1.walk,0.0136577008163
Topic.Topic1.bedroom,0.0136369409665
Topic.Topic1.easi,0.013407531098
Topic.Topic1.bed,0.0131223442353
Topic.Topic1.work,0.0130288480404
Topic.Topic1.comfort,0.0126333504
Topic.Topic1.experi,0.0125670386753
Topic.Topic1.belltown,0.0125664819074
Topic.Topic1.twin,0.0123843798315
Topic.Topic1.dine,0.0120470937314
Topic.Topic1.quiet,0.0120466908263
Topic.Topic1.neighborhood,0.0115550764531
Topic.Topic1.bus,0.0111808621209
Topic.Topic1.floor,0.0111807698031
Topic.Topic2,
Topic.Topic2.bed,0.0175800604418
Topic.Topic2.size,0.017364120825
Topic.Topic2.queen,0.0173317220421
Topic.Topic2.sleep,0.0158337082995
Topic.Topic2.seattl,0.0156479121462
Topic.Topic2.sleeper,0.0148812073933
Topic.Topic2.featur,0.0148361481135
Topic.Topic2.sofa,0.0140847433329
Topic.Topic2.bedroom,0.013780069339
Topic.Topic2.king,0.013525145995
Topic.Topic2.belltown,0.0126118981768
Topic.Topic2.peopl,0.0120879354209
Topic.Topic2.offer,0.0120086478118
Topic.Topic2.condo,0.0118131228504
Topic.Topic2.pool,0.0113498739106
Topic.Topic3,
Topic.Topic3.block,0.0217916698752
Topic.Topic3.pike,0.0215561789319
Topic.Topic3.right,0.0215560037829
Topic.Topic3.market,0.0203903603165
Topic.Topic3.featur,0.0198928983562
Topic.Topic3.sauna,0.0186315866212
Topic.Topic3.water,0.0178725516916
Topic.Topic3.complet,0.0165264686858
Topic.Topic3.pool,0.0152565934714
Topic.Topic3.travel,0.0137171426909
Topic.Topic3.space,0.0129450106377
Topic.Topic3.ani,0.0126520744319
Topic.Topic3.view,0.0126033318571
Topic.Topic3.provid,0.0122940600734
Topic.Topic3.light,0.0116838231055
Topic.Topic4,
Topic.Topic4.provid,0.0209359307904
Topic.Topic4.downtown,0.0196808926149
Topic.Topic4.seattle,0.0180965088723
Topic.Topic4.privat,0.0177396167378
Topic.Topic4.apart,0.0165217553745
Topic.Topic4.larg,0.0147981134782
Topic.Topic4.live,0.0146477667717
Topic.Topic4.easi,0.014433076372
Topic.Topic4.bathroom,0.0141741020305
Topic.Topic4.access,0.0141659507514
Topic.Topic4.neighborhood,0.0140040289867
Topic.Topic4.pleas,0.0137462963051
Topic.Topic4.bus,0.0127625550747
Topic.Topic4.offer,0.0124270993229
Topic.Topic4.bed,0.0123616324735
Topic.Topic5,
Topic.Topic5.size,0.0227699656168
Topic.Topic5.bedroom,0.0225525110706
Topic.Topic5.area,0.0217207880737
Topic.Topic5.live,0.0195695271076
Topic.Topic5.second,0.0179159033886
Topic.Topic5.bed,0.0177474009824
Topic.Topic5.sleep,0.0162375156291
Topic.Topic5.queen,0.016224565691
Topic.Topic5.bath,0.0160940320507
Topic.Topic5.space,0.0157254359967
Topic.Topic5.condo,0.0150411672626
Topic.Topic5.room,0.0137356718517
Topic.Topic5.outdoor,0.0134618574772
Topic.Topic5.want,0.0111180650988
Topic.Topic5.feel,0.0110719876291
Topic.Topic6,
Topic.Topic6.view,0.0220605313923
Topic.Topic6.room,0.0212879743426
Topic.Topic6.tv,0.0195637290809
Topic.Topic6.floor,0.0185335004645
Topic.Topic6.deck,0.0182963287943
Topic.Topic6.home,0.0164975366088
Topic.Topic6.couch,0.0161763592116
Topic.Topic6.bedroom,0.0160846947493
Topic.Topic6.privat,0.0155508419096
Topic.Topic6.live,0.0152366748044
Topic.Topic6.beauti,0.0144807050567
Topic.Topic6.open,0.0140551939794
Topic.Topic6.bed,0.0132349137916
Topic.Topic6.space,0.0132229585741
Topic.Topic6.kitchen,0.0128213325976
Topic.Topic7,
Topic.Topic7.includ,0.0186790101786
Topic.Topic7.lake,0.0168207287717
Topic.Topic7.guest,0.0161447416716
Topic.Topic7.perfect,0.0158774965203
Topic.Topic7.amaz,0.0155172772951
Topic.Topic7.hous,0.0150052200201
Topic.Topic7.block,0.0141578525445
Topic.Topic7.comfort,0.0139549992251
Topic.Topic7.seattl,0.0136610938454
Topic.Topic7.sleep,0.0132764526741
Topic.Topic7.locat,0.0132284766853
Topic.Topic7.plenti,0.0130478967625
Topic.Topic7.away,0.0130356059508
Topic.Topic7.backyard,0.0121360269555
Topic.Topic7.sleeper,0.0119072085552
Topic.Topic8,
Topic.Topic8.backyard,0.0335569174874
Topic.Topic8.just,0.0214119296802
Topic.Topic8.mani,0.0204293306466
Topic.Topic8.garden,0.0184206198507
Topic.Topic8.enjoy,0.0176281441096
Topic.Topic8.room,0.0160756008169
Topic.Topic8.bbq,0.0158670949531
Topic.Topic8.peopl,0.013996757311
Topic.Topic8.quiet,0.0133388353953
Topic.Topic8.live,0.0130897625828
Topic.Topic8.city,0.0126275904159
Topic.Topic8.doubl,0.0123950821728
Topic.Topic8.seattl,0.0123227674187
Topic.Topic8.downtown,0.0122305707394
Topic.Topic8.want,0.0119682566791
Topic.Topic9,
Topic.Topic9.siz,0.0255663829042
Topic.Topic9.larg,0.0205993104227
Topic.Topic9.room,0.0188249990789
Topic.Topic9.avail,0.0175440067836
Topic.Topic9.luxuri,0.0169488866058
Topic.Topic9.small,0.0159231642976
Topic.Topic9.bed,0.0147108732971
Topic.Topic9.featur,0.0143836249287
Topic.Topic9.space,0.0143490954906
Topic.Topic9.comfort,0.0135695841981
Topic.Topic9.privat,0.0134196478555
Topic.Topic9.high,0.0130309091251
Topic.Topic9.sleeper,0.0130253541167
Topic.Topic9.apart,0.0130066273052
Topic.Topic9.washer,0.0129710265818
