id,value
Topic,
Topic.Topic0,
Topic.Topic0.bedroom,0.024650586497
Topic.Topic0.washer,0.017755467455
Topic.Topic0.dryer,0.0172062371086
Topic.Topic0.citi,0.0171682382148
Topic.Topic0.privat,0.0171662202462
Topic.Topic0.queen,0.0158663746075
Topic.Topic0.twin,0.0156737951837
Topic.Topic0.shower,0.0151765834242
Topic.Topic0.floor,0.0149948683363
Topic.Topic0.great,0.0149024943585
Topic.Topic0.deck,0.014455123208
Topic.Topic0.bath,0.0144165422494
Topic.Topic0.downtown,0.0141259637885
Topic.Topic0.tub,0.0141005215923
Topic.Topic0.space,0.0140816977607
Topic.Topic1,
Topic.Topic1.bedroom,0.0225441396822
Topic.Topic1.privat,0.0208964572501
Topic.Topic1.sleep,0.0159429042122
Topic.Topic1.size,0.015592580057
Topic.Topic1.home,0.0151182876007
Topic.Topic1.room,0.0144950883012
Topic.Topic1.siz,0.014270276868
Topic.Topic1.bath,0.0131412712599
Topic.Topic1.remodel,0.0118432322683
Topic.Topic1.quiet,0.0118430739
Topic.Topic1.larg,0.0117849287298
Topic.Topic1.kitchen,0.0115001112765
Topic.Topic1.famili,0.0111825172724
Topic.Topic1.floor,0.0108877948717
Topic.Topic1.small,0.0108429252061
Topic.Topic2,
Topic.Topic2.bedroom,0.0284506226491
Topic.Topic2.size,0.0231462890403
Topic.Topic2.comfort,0.0197218931087
Topic.Topic2.doubl,0.0175074817255
Topic.Topic2.queen,0.0165070669111
Topic.Topic2.twin,0.0162470243648
Topic.Topic2.need,0.0158472438077
Topic.Topic2.room,0.0152741627735
Topic.Topic2.make,0.0146268946415
Topic.Topic2.live,0.0144805550472
Topic.Topic2.siz,0.0137864304576
Topic.Topic2.master,0.0137703419234
Topic.Topic2.connect,0.0133312266363
Topic.Topic2.larg,0.0119738037032
Topic.Topic2.bath,0.0119496130945
Topic.Topic3,
Topic.Topic3.enjoy,0.0193145293821
Topic.Topic3.sleep,0.0191019887149
Topic.Topic3.home,0.0165546806389
Topic.Topic3.deck,0.0140728665641
Topic.Topic3.comfort,0.0134954301939
Topic.Topic3.access,0.0128742045295
Topic.Topic3.like,0.0127510820187
Topic.Topic3.best,0.0125656142094
Topic.Topic3.bedroom,0.0125039792928
Topic.Topic3.pleas,0.0122518292086
Topic.Topic3.shops,0.0122035753459
Topic.Topic3.downtown,0.0121454138583
Topic.Topic3.city,0.01180030033
Topic.Topic3.easi,0.0116139978807
Topic.Topic3.light,0.0115456370955
Topic.Topic4,
Topic.Topic4.level,0.0167149690793
Topic.Topic4.room,0.0151340021639
Topic.Topic4.area,0.0147412096959
Topic.Topic4.kitchen,0.0127960749422
Topic.Topic4.share,0.0125465529908
Topic.Topic4.dine,0.01245122155
Topic.Topic4.walk,0.012112321707
Topic.Topic4.hous,0.0114456715529
Topic.Topic4.larg,0.011372976918
Topic.Topic4.bedroom,0.0109973553011
Topic.Topic4.space,0.0107922956479
Topic.Topic4.live,0.0107706415491
Topic.Topic4.capitol,0.0106017275517
Topic.Topic4.open,0.00992708218065
Topic.Topic4.upper,0.00980935092554
Topic.Topic5,
Topic.Topic5.share,0.0257659316165
Topic.Topic5.room,0.024463052159
Topic.Topic5.list,0.0204181756258
Topic.Topic5.peopl,0.0189743487881
Topic.Topic5.airbnb,0.0168250349563
Topic.Topic5.experi,0.0168248713336
Topic.Topic5.fit,0.0168245970198
Topic.Topic5.hous,0.0166465034572
Topic.Topic5.creat,0.0160812833326
Topic.Topic5.world,0.0160812540924
Topic.Topic5.meet,0.0160812523533
Topic.Topic5.stay,0.0143609198179
Topic.Topic5.house,0.0138230997147
Topic.Topic5.month,0.00925129222022
Topic.Topic5.inform,0.00925126340595
Topic.Topic6,
Topic.Topic6.bedroom,0.0154456355881
Topic.Topic6.locat,0.0132542447754
Topic.Topic6.hous,0.0128892969619
Topic.Topic6.park,0.012600125579
Topic.Topic6.sleep,0.0120931246469
Topic.Topic6.seattl,0.0111656253023
Topic.Topic6.kitchen,0.0110359176591
Topic.Topic6.hill,0.010938853212
Topic.Topic6.high,0.0106165629602
Topic.Topic6.neighborhood,0.0105465674441
Topic.Topic6.heart,0.0104058800444
Topic.Topic6.coffe,0.00988955827981
Topic.Topic6.master,0.00987477771936
Topic.Topic6.king,0.009745554567
Topic.Topic6.bathroom,0.00972132586172
Topic.Topic7,
Topic.Topic7.room,0.0192450663313
Topic.Topic7.downtown,0.0186060078427
Topic.Topic7.park,0.0185944474431
Topic.Topic7.size,0.0159066301043
Topic.Topic7.block,0.0156884310364
Topic.Topic7.coffe,0.0145893181625
Topic.Topic7.restaur,0.0124338826793
Topic.Topic7.place,0.0122535644839
Topic.Topic7.access,0.0121929470895
Topic.Topic7.lake,0.012139194859
Topic.Topic7.travel,0.0116524038757
Topic.Topic7.seattle,0.0110933792697
Topic.Topic7.closet,0.0109071155354
Topic.Topic7.bus,0.0108852544549
Topic.Topic7.make,0.0104260342672
Topic.Topic8,
Topic.Topic8.capitol,0.0106136408638
Topic.Topic8.hill,0.0100124972692
Topic.Topic8.locat,0.00907738564192
Topic.Topic8.walk,0.00894558589997
Topic.Topic8.share,0.00881901846748
Topic.Topic8.larg,0.00858092353554
Topic.Topic8.kitchen,0.00796009192593
Topic.Topic8.lower,0.00774882849417
Topic.Topic8.deterg,0.00774879195746
Topic.Topic8.provide,0.00774876243722
Topic.Topic8.speed,0.00774872423719
Topic.Topic8.provided,0.00758564852052
Topic.Topic8.yard,0.00743831938397
Topic.Topic8.io,0.00743828935985
Topic.Topic8.techstar,0.00743828179211
Topic.Topic9,
Topic.Topic9.room,0.0281955847794
Topic.Topic9.bedroom,0.0205958797878
Topic.Topic9.size,0.0199112426854
Topic.Topic9.floor,0.0159372042214
Topic.Topic9.second,0.0143320107796
Topic.Topic9.bedrooms,0.0132588333617
Topic.Topic9.close,0.0130733269638
Topic.Topic9.kitchen,0.0122009491478
Topic.Topic9.bathroom,0.0121441935033
Topic.Topic9.queen,0.011872593113
Topic.Topic9.remodel,0.010736368804
Topic.Topic9.larg,0.010632154141
Topic.Topic9.level,0.0102779950387
Topic.Topic9.area,0.0102125193288
Topic.Topic9.need,0.0101011411178
