id,value
Topic.Topic9,
Topic.Topic9.home,0.0291626694606
Topic.Topic9.classic,0.0288536992119
Topic.Topic9.visit,0.0168946696079
Topic.Topic9.modern,0.0168946659927
Topic.Topic9.provid,0.0168946267835
Topic.Topic9.foot,0.0168943559593
Topic.Topic9.seattl,0.0155760640407
Topic.Topic9.tile,0.0155760230494
Topic.Topic9.ceilings,0.0145536716478
Topic.Topic9.hardwood,0.0137181925074
Topic.Topic9.floor,0.0137180467376
Topic.Topic9.complet,0.0137179812657
Topic.Topic9.bathroom,0.0137179519897
Topic.Topic9.comfort,0.0137177765237
Topic.Topic9.room,0.00493602387071
